"Block Group","FIPS Code","Formatted FIPS","Average number of jobs per household in 2021."
"260810104011, MI","260810104011","=""260810104011""","0.91"
"260810104012, MI","260810104012","=""260810104012""","0.15"
"260810104013, MI","260810104013","=""260810104013""","0.55"
"260810104021, MI","260810104021","=""260810104021""","2.21"
"260810104022, MI","260810104022","=""260810104022""","1.00"
"260810104023, MI","260810104023","=""260810104023""","2.33"
"260810106002, MI","260810106002","=""260810106002""","0.08"

"Location: 49345 (Zip)"

"Block Group Boundary Year: 2010"

"Indicator source: EPA Smart Location Database"
"https://www.policymap.com/data/our-data-directory/#EPA%20Smart%20Location%20Database"

"When using PolicyMap data in your work, please consult the Terms of Use and the instructions for Citing Us:"
"https://www.policymap.com/terms/"
"https://www.policymap.com/citing/"
